연번,업소명,업태,업소주소
27988,SD푸드,한식,대구광역시 달성군 현풍읍 현풍로10길 31(1층)
27989,SW푸드(에스더블유푸드),식육(숯불구이),대구광역시 달성군 논공읍 논공로 731(1층)
27990,THE SIK DANG,한식,대구광역시 달성군 현풍읍 테크노중앙대로5길 1-19(1층)
27991,The meal (더 밀),기타,대구광역시 달성군 다사읍 대실역남로4길 30-32(1층)
27992,The 먹고,분식,대구광역시 달성군 유가읍 테크노중앙대로6길 16-14
27993,The 순배기국밥,한식,대구광역시 달성군 다사읍 달구벌대로 846(1층)
27994,The 푸른횟집,회집,대구광역시 달성군 다사읍 세천남로 6-15(1층)
27995,W홀덤바,기타,대구광역시 달성군 유가읍 테크노상업로4길 8-7(2층 206호)
27996,YM푸드,한식,대구광역시 달성군 현풍읍 테크노중앙대로5길 26(1층)
27997,bhc 세천점,호프/통닭,대구광역시 달성군 다사읍 세천로 160(303동 지1층 107호 북죽곡엠코타운더솔레뉴)
27998,parc wooroc(파르크 우록),기타,대구광역시 달성군 가창면 우록길 155-10(1층)
27999,"가마솥달서닭강정, 치킨",호프/통닭,대구광역시 달성군 다사읍 서재로7길 25(602동 108호 에코폴리스 동화 아이위시 3차)
28000,가마솥옛날시골통닭&호프,호프/통닭,대구광역시 달성군 현풍읍 비슬로130길 16
28001,가마솥옛날시골통닭&호프,호프/통닭,대구광역시 달성군 구지면 과학마을로 30(2층)
28002,가마솥통닭구이,호프/통닭,대구광역시 달성군 논공읍 용호로2길 12(1층 111호)
28003,가마솥한우국밥,한식,대구광역시 달성군 구지면 창리서로 57(1층)
28004,가마정,한식,대구광역시 달성군 현풍읍 비슬로 578(1층)
28005,가마치통닭,호프/통닭,대구광역시 달성군 화원읍 성암로1길 69(화원주차장빌딩 A동 102호)
28006,가마치통닭 다사점,호프/통닭,"대구광역시 달성군 다사읍 죽곡1길 10(105,106호)"
28007,가마치통닭 서재.세천점,호프/통닭,대구광역시 달성군 다사읍 서재로7길 23(401동 103호 에코폴리스 동화 아이위시 2차)
28008,가마치통닭(테크노폴리스점),호프/통닭,대구광역시 달성군 유가읍 테크노공원로 69(110호)
28009,가미,한식,대구광역시 달성군 유가읍 테크노중앙대로6길 1-13(1층)
28010,가미식당,한식,대구광역시 달성군 화원읍 화원로1길 52-17
28011,가북 가마솥 추어탕,한식,대구광역시 달성군 구지면 국가산단동로42길 2-26(1층)
28012,가비땡레스토랑,경양식,대구광역시 달성군 현풍읍 테크노중앙대로 333(국제관동 8층 대구경북과학기술원)
28013,가야뒷고기,식육(숯불구이),대구광역시 달성군 화원읍 성암로1길 5(1층)
28014,가야식당,한식,대구광역시 달성군 화원읍 비슬로530길 38
28015,가야한우한돈,식육(숯불구이),대구광역시 달성군 옥포읍 비슬로 1914(2층)
28016,가원정,"외국음식전문점(인도,태국등)",대구광역시 달성군 다사읍 죽곡1길 7-8(그린주차빌딩101~102호 일부분)
28017,가장 맛있는 족발,식육(숯불구이),대구광역시 달성군 다사읍 대실역북로1길 29-1(1층)
28018,가장 맛있는 족발,식육(숯불구이),"대구광역시 달성군 유가읍 테크노상업로4길 12(102호, 103호)"
28019,가장 맛있는 족발(대구화원점),한식,대구광역시 달성군 화원읍 명천로 222(1층)
28020,가재골생오리,식육(숯불구이),대구광역시 달성군 가창면 가창동로 271-31(1층)
28021,가져가커피&빈티지,기타,대구광역시 달성군 화원읍 비슬로 2545(110동 213호 화원이진캐스빌)
28022,가창 건강 밥상,한식,대구광역시 달성군 가창면 가창로 1121(2층)
28023,가창 끝갈비,식육(숯불구이),대구광역시 달성군 가창면 가창로176길 27(1층)
28024,가창 돌담집,한식,대구광역시 달성군 가창면 가창로 1015(1층)
28025,가창 송하,경양식,대구광역시 달성군 가창면 가창동로 131
28026,가창골가마솥국밥,한식,대구광역시 달성군 가창면 가창로 1007
28027,가창꼬마김밥,한식,대구광역시 달성군 가창면 가창로 1105
28028,가창닭갈비,한식,대구광역시 달성군 가창면 가창로119길 13(1층)
28029,가창돌짜장,중국식,대구광역시 달성군 가창면 가창로 443(1층)
28030,가창복식당,한식,대구광역시 달성군 가창면 가창로85길 4(1층)
28031,가창부부통닭식당,한식,대구광역시 달성군 가창면 가창로220길 14-57
28032,가창석쇠구이,식육(숯불구이),대구광역시 달성군 가창면 가창로 1114(1층)
28033,가창숯불갈비,식육(숯불구이),대구광역시 달성군 가창면 가창로175길 14
28034,가창쏘가리,한식,대구광역시 달성군 가창면 가창로213길 4(1층)
28035,가창우동집,한식,대구광역시 달성군 가창면 가창로119길 9(1층)
28036,가창집식당,한식,대구광역시 달성군 가창면 가창로10길 97
28037,가창한우숯불석쇠구이식당,식육(숯불구이),대구광역시 달성군 가창면 우록길 182-6
28038,각시,식육(숯불구이),대구광역시 달성군 유가읍 테크노중앙대로6길 2-22(1층)
28039,각시 구지점,식육(숯불구이),대구광역시 달성군 구지면 과학마을로4길 7-6
28040,간이역,호프/통닭,대구광역시 달성군 다사읍 다사역로 60(301동 105호 이편한세상상가)
28041,간이역,한식,대구광역시 달성군 다사읍 세천남로 6-15(1층)
28042,간이역 옥포역점,한식,대구광역시 달성군 옥포읍 돌미로 48(103호)
28043,간이역 왕선역점,호프/통닭,대구광역시 달성군 다사읍 대실역북로 68
28044,간이역(논공역점),호프/통닭,대구광역시 달성군 논공읍 논공로23길 14-8
28045,간이역(신서재역점),기타,대구광역시 달성군 다사읍 서재로30길 5-10(1층)
28046,간이역식당,한식,대구광역시 달성군 화원읍 화원로3길 4(.1층)
28047,간큰 갈비,호프/통닭,대구광역시 달성군 구지면 과학마을로2길 5-12(1층)
28048,갈매기학교,식육(숯불구이),대구광역시 달성군 다사읍 매곡로2길 36(1층)
28049,갈비가숯불애,식육(숯불구이),대구광역시 달성군 화원읍 명천로 198
28050,갈비만,식육(숯불구이),"대구광역시 달성군 유가읍 테크노상업로 110(201호, 202호 센트럴타워)"
28051,갈산집 꼼장어,식육(숯불구이),대구광역시 달성군 다사읍 달구벌대로174길 6
28052,감나무집,한식,대구광역시 달성군 가창면 우록3길 73
28053,감나무집,한식,대구광역시 달성군 가창면 우록3길 75(1층)
28054,감성돼지,정종/대포집/소주방,대구광역시 달성군 구지면 과학마을로4길 7-6
28055,감성쭈꾸미 현풍테크노점,한식,"대구광역시 달성군 유가읍 테크노상업로 120(엠스퀘어플러스 147,148호)"
28056,감성커피 대구대실역점,기타,대구광역시 달성군 다사읍 대실역남로 10(107호)
28057,감성포차,정종/대포집/소주방,대구광역시 달성군 다사읍 세천남로 40(1층)
28058,갓샐러드 화원점,기타,대구광역시 달성군 화원읍 비슬로520길 4(B동 1층)
28059,갓튀긴 후라이드,호프/통닭,대구광역시 달성군 현풍읍 테크노상업로 52(엠타워 104호)
28060,갓튀긴후라이드 구지점,호프/통닭,대구광역시 달성군 구지면 국가산단대로70길 42(상가동 11호 모아미래도 에듀퍼스트)
28061,갓튀긴후라이드 다사본점,호프/통닭,대구광역시 달성군 다사읍 대실역북로1길 21(1층 102호)
28062,강구해물탕,한식,대구광역시 달성군 다사읍 매곡로4길 6-3
28063,강나들이,한식,대구광역시 달성군 논공읍 비슬로 1109(1층)
28064,강나루 화덕,식육(숯불구이),대구광역시 달성군 다사읍 서재로 139-1(1층)
28065,강나루 화덕,한식,대구광역시 달성군 다사읍 서재로27길 49
28066,강다짐(현풍테크노폴리스점),분식,대구광역시 달성군 유가읍 테크노상업로 98(1층 114호)
28067,강돼지 숯불구이,기타,대구광역시 달성군 유가읍 테크노상업로4길 17-1(105호)
28068,강릉집,한식,대구광역시 달성군 다사읍 대실역북로2길 103
28069,강림 추어탕,한식,대구광역시 달성군 옥포읍 강림1길 3-6(1층)
28070,강변풍경,한식,대구광역시 달성군 다사읍 달구벌대로92길 117
28071,강산진짜순대,한식,대구광역시 달성군 논공읍 비슬로 967
28072,강식당,한식,대구광역시 달성군 화원읍 성암로 16-11
28073,강식당,한식,대구광역시 달성군 화원읍 성암로 16-11(1층)
28074,강원국밥,한식,대구광역시 달성군 논공읍 용호로2길 12(110호)
28075,강원도사계절,한식,대구광역시 달성군 다사읍 서재본길 24
28076,강원도집,한식,대구광역시 달성군 가창면 가창로176길 18
28077,강원도집 다사점,한식,대구광역시 달성군 다사읍 다사로 363
28078,강정 강나루,식육(숯불구이),대구광역시 달성군 다사읍 강정본길 72(외 1필지)
28079,강정 우슴채,한식,대구광역시 달성군 다사읍 대실역남로 109(1층)
28080,강정보 돌짜장,중국식,대구광역시 달성군 다사읍 강정길 13(주1동 1층)
28081,강정산마루,한식,대구광역시 달성군 다사읍 강정본길 38(가~바동 1층)
28082,강창장어,한식,대구광역시 달성군 하빈면 하목정길 62
28083,개미식당,한식,대구광역시 달성군 옥포읍 금계길 4
28084,개성삼계탕,한식,대구광역시 달성군 가창면 가창로75길 7
28085,갤러리 홍예,한식,대구광역시 달성군 가창면 가창로 685(1층)
28086,갤러리카페산딸기,한식,대구광역시 달성군 가창면 가창동로 147
28087,갬성분식,기타,대구광역시 달성군 논공읍 논공중앙로22길 33(A동 1층 101호 우방연합)
28088,거너실,한식,대구광역시 달성군 다사읍 대실역북로3길 13(1층)
28089,거북이동네 대구현풍점,식육(숯불구이),대구광역시 달성군 유가읍 테크노공원로 55(1층)
28090,거인왕족발,한식,대구광역시 달성군 구지면 국가산단대로61길 1(1층)
28091,거창 추어탕,한식,대구광역시 달성군 현풍읍 현풍중앙로 41-2(1층)
28092,거창추어탕,한식,대구광역시 달성군 옥포읍 돌미상업로1길 7(204호)
28093,건영이네집,한식,대구광역시 달성군 가창면 가창로 1011-11
28094,검은콩참손칼국수,한식,대구광역시 달성군 다사읍 박곡리 235
28095,겨울 해초 과메기,기타,대구광역시 달성군 옥포읍 돌미로2서길 8(1층 101호)
28096,경난이네,한식,대구광역시 달성군 구지면 과학마을로5길 17(1층)
28097,경북식당,한식,대구광역시 달성군 옥포읍 용연사길 98
28098,경산식당,한식,대구광역시 달성군 다사읍 강정본길 77(1층)
28099,경성식당,한식,대구광역시 달성군 논공읍 논공중앙로30길 7
28100,경주맷돌순두부 현풍점,식육(숯불구이),대구광역시 달성군 현풍읍 비슬로 783(외 1필지)
28101,경주숯불가든,식육(숯불구이),대구광역시 달성군 현풍읍 비슬로134길 119
28102,경진토종닭숯불구이,식육(숯불구이),대구광역시 달성군 다사읍 왕선로1길 36
28103,계곡촌식당,한식,대구광역시 달성군 가창면 주리1길 154
28104,계령갈치정식,한식,대구광역시 달성군 옥포읍 옥포로 301(2층)
28105,계령한우물회,한식,대구광역시 달성군 옥포읍 옥포로 301
28106,계림정,한식,대구광역시 달성군 옥포읍 용연사길 94(1층)
28107,계절식당,한식,대구광역시 달성군 옥포읍 간경길 11(1층)
28108,고가네충무김밥,한식,대구광역시 달성군 화원읍 화원로7길 50-4(1층)
28109,고고짬뽕,중국식,대구광역시 달성군 유가읍 테크노중앙대로6길 15-5(1층)
28110,고구려,한식,대구광역시 달성군 화원읍 명천로 244
28111,고금,한식,대구광역시 달성군 화원읍 비슬로511길 12(1층)
28112,고기 땡기는 날,식육(숯불구이),대구광역시 달성군 다사읍 매곡로12길 31(1층)
28113,고기 택배 가는 남자 고택남 현풍점,한식,대구광역시 달성군 현풍읍 현풍중앙로 64(1층)
28114,고기굽는남자들,식육(숯불구이),대구광역시 달성군 다사읍 대실역남로4길 30-32(1층)
28115,고기랑해물이랑,한식,대구광역시 달성군 화원읍 성천로24길 11-4
28116,고기명가,호프/통닭,대구광역시 달성군 다사읍 다사로 50(402동 106호 죽곡 삼정 그린코아 더 베스트)
28117,고기싸롱 화원점,식육(숯불구이),대구광역시 달성군 화원읍 비슬로510길 36(1층)
28118,고기집,식육(숯불구이),대구광역시 달성군 화원읍 화원로7길 50-3(1층)
28119,고담치킨 유가점,호프/통닭,대구광역시 달성군 유가읍 유가길 72(1층)
28120,고돼지,식육(숯불구이),대구광역시 달성군 유가읍 테크노대로 165(상가1동 105호 제일풍경채센트럴)
28121,고래맥주창고 대실점,호프/통닭,대구광역시 달성군 다사읍 죽곡1길 5(1층 102호)
28122,고래맥주창고 세천점,호프/통닭,대구광역시 달성군 다사읍 세천북로 9(1층 105호)
28123,고래맥주창고 현풍점,호프/통닭,대구광역시 달성군 유가읍 테크노순환로12길 3(테크노플라자3 110호)
28124,고래분식,분식,대구광역시 달성군 다사읍 대실역남로2길 8-9(1층)
28125,고래성,중국식,대구광역시 달성군 현풍읍 테크노상업로2길 8-9(1층)
28126,"고래성, 냉면",중국식,"대구광역시 달성군 다사읍 죽곡1길 9(101,103호)"
28127,고령돼지국밥,식육(숯불구이),대구광역시 달성군 옥포읍 비슬로 2284
28128,고령참숯뒷고기,식육(숯불구이),대구광역시 달성군 다사읍 세천북로 48
28129,고봉 가마솥 뼈해장국,한식,대구광역시 달성군 구지면 국가산단동로 212
28130,고봉민김밥인 구지점,분식,대구광역시 달성군 구지면 과학마을로 48(1층)
28131,고봉민김밥인 테크노폴리스점,분식,대구광역시 달성군 유가읍 테크노상업로 100(1층 101호 테크노시티)
28132,고봉민깁밥인옥포점,분식,대구광역시 달성군 옥포읍 돌미상업로 9(1층 110호)
28133,고봉언덕,기타,대구광역시 달성군 구지면 대리길 36(1층)
28134,고봉집,한식,대구광역시 달성군 가창면 가창로 421
28135,고봉횟집,회집,대구광역시 달성군 화원읍 비슬로516길 25(외1필지)
28136,고빵(gobbang),경양식,대구광역시 달성군 하빈면 하빈로 396(외 1필지)
28137,고집센 그집 갈비탕(화원점),한식,대구광역시 달성군 화원읍 비슬로 2579-6
28138,고집센그집갈비탕(현풍점),한식,대구광역시 달성군 현풍읍 현풍로 68
28139,고코로 임바디,경양식,대구광역시 달성군 다사읍 다사로 23(1층)
28140,고피자 대구다사점,경양식,대구광역시 달성군 다사읍 대실역남로 34(1층 103호)
28141,고피자 테크노폴리스점,경양식,대구광역시 달성군 유가읍 테크노상업로 98(1층 107호)
28142,고향뚝배기,한식,대구광역시 달성군 옥포읍 옥포로 455
28143,고향마을,한식,대구광역시 달성군 화원읍 명천로 137(1층)
28144,고향막창,식육(숯불구이),대구광역시 달성군 옥포읍 시저로 4
28145,고향밥집,한식,대구광역시 달성군 하빈면 하산리 1085-1 외2필지
28146,고향산천식당,한식,대구광역시 달성군 구지면 창리로 97(1층)
28147,고향산천식당,한식,대구광역시 달성군 가창면 주리2길 140-5
28148,고향손칼국수,한식,대구광역시 달성군 가창면 가창동로1길 13
28149,고향숯불막창,식육(숯불구이),대구광역시 달성군 현풍읍 현풍동로12길 3(1층)
28150,고향식당,한식,대구광역시 달성군 다사읍 문양역길 97-25
28151,고향정,한식,대구광역시 달성군 현풍읍 비슬로134길 151(1층)
28152,고향정식,한식,대구광역시 달성군 하빈면 하빈로84길 7
28153,고향집,한식,대구광역시 달성군 가창면 가창로69길 4(1층)
28154,고향촌돼지찌개,식육(숯불구이),대구광역시 달성군 논공읍 논공로28길 37
28155,고향카페,기타,대구광역시 달성군 현풍읍 현풍로 38(2층)
28156,고향황토메기매운탕,한식,"대구광역시 달성군 다사읍 문양역길 97-15(, 2)"
28157,고향흑염소가든,한식,대구광역시 달성군 가창면 우록1길 20-20(554-1)
28158,고흥관(que huong quan3),한식,대구광역시 달성군 논공읍 논공로 770
28159,곤지곤지,한식,대구광역시 달성군 다사읍 달구벌대로 701-92
28160,곤지곤지(현풍점),한식,대구광역시 달성군 유가읍 테크노순환로12길 24(1층)
28161,곤지곤지식당,한식,대구광역시 달성군 가창면 퇴계길 43-8
28162,곤지암한우소머리국밥 현풍테크노폴리스점,한식,대구광역시 달성군 현풍읍 테크노중앙대로5길 2-22(1층)
28163,곤지암할매소머리국밥 테크노폴리스점,한식,대구광역시 달성군 유가읍 테크노공원로 65(1층 110호)
28164,골라먹고,분식,대구광역시 달성군 논공읍 논공로5길 152
28165,골목집,식육(숯불구이),대구광역시 달성군 다사읍 서재로31길 1(1층)
28166,골목칼국수,한식,대구광역시 달성군 화원읍 성천로28길 9(1층)
28167,곰텡이 식당,식육(숯불구이),대구광역시 달성군 다사읍 서재로30길 5-10(1층)
28168,곱떡치떡 대구 다사점,분식,대구광역시 달성군 다사읍 대실역북로2길 115-17(1층)
28169,곱분이 곱창 다사죽곡점,식육(숯불구이),대구광역시 달성군 다사읍 죽곡1길 10(1층 111호)
28170,곱창고,식육(숯불구이),대구광역시 달성군 유가면 테크노상업로4길 14(106호 서용프라자)
28171,공공맥주,호프/통닭,대구광역시 달성군 유가읍 테크노상업로4길 14(1층 104호 서용프라자)
28172,공단돼지곰탕식당,한식,대구광역시 달성군 논공읍 북리2길 11-3
28173,공원기사식당,한식,대구광역시 달성군 논공읍 논공로 852-8
28174,공일 다사점,한식,대구광역시 달성군 다사읍 달구벌대로174길 17-3(가동 1층)
28175,공주닭발,한식,대구광역시 달성군 구지면 과학마을로5길 15-1(1층)
28176,공주닭발 테크노점(감동가득식품),기타,대구광역시 달성군 유가읍 테크노중앙대로6길 5(1층)
28177,공주밥상,한식,대구광역시 달성군 옥포읍 돌미상업로1길 11(4층 403호)
28178,공주푸드,한식,대구광역시 달성군 다사읍 세천북로7길 20(1층)
28179,과수원 분식,분식,대구광역시 달성군 화원읍 화원로3길 17(1층)
28180,곽가네왕갈비찜,중국식,대구광역시 달성군 현풍읍 비슬로134길 117
28181,곽섭이네 식당,한식,대구광역시 달성군 현풍읍 현풍로6길 5(202호 외 9필지 현풍공설시장)
28182,광장기사식당,한식,대구광역시 달성군 현풍읍 국가산단북로 535(가동)
28183,광장복어,복어취급,대구광역시 달성군 다사읍 대실역북로 16(101호 죽곡푸르지오1단지)
28184,광장복어 세천점,한식,대구광역시 달성군 다사읍 세천로 124(1층)
28185,교동면옥 다사점,한식,대구광역시 달성군 다사읍 왕선로1길 36
28186,교동면옥 현풍점,한식,대구광역시 달성군 현풍읍 비슬로 594(B동 1층)
28187,교동면옥 화원점,한식,대구광역시 달성군 화원읍 사문진로 416
28188,교촌 서재세천점,호프/통닭,대구광역시 달성군 다사읍 서재로 90
28189,교촌면옥,한식,대구광역시 달성군 다사읍 서재본길 41(1층)
28190,교촌치킨 구지점,호프/통닭,대구광역시 달성군 구지면 과학마을로3길 9
28191,교촌치킨 다사점,호프/통닭,대구광역시 달성군 다사읍 대실역남로 10(1층 102호)
28192,교촌치킨 테크노폴리스점,호프/통닭,"대구광역시 달성군 유가면 테크노중앙대로 254(114호,115호 하이젠스타)"
28193,교촌치킨 화원점,호프/통닭,대구광역시 달성군 화원읍 사문진로 433(1층)
28194,교촌치킨(논공점),호프/통닭,대구광역시 달성군 논공읍 논공로5길 178
28195,교촌치킨(옥포점),호프/통닭,대구광역시 달성군 옥포읍 돌미상업로1길 21-22(1층 121~122호)
28196,교촌치킨명곡점,호프/통닭,대구광역시 달성군 화원읍 명천로 240
28197,구대구국밥,한식,대구광역시 달성군 화원읍 화원로7길 7-3
28198,구들장삼겹살,한식,대구광역시 달성군 현풍읍 테크노중앙대로5길 33(1층)
28199,구룡포회도매,회집,대구광역시 달성군 화원읍 명천로 248
28200,구르만,"외국음식전문점(인도,태국등)",대구광역시 달성군 논공읍 논공로9길 79-12
28201,구밭골식당,한식,대구광역시 달성군 유가면 음동길 189
28202,구브,한식,대구광역시 달성군 유가읍 음동길 201(지하1층)
28203,구서방메운탕식당,한식,대구광역시 달성군 하빈면 하빈로172길 31
28204,구지뒷고기,한식,대구광역시 달성군 구지면 과학마을로4길 7(1층)
28205,구지왕해물전골,호프/통닭,대구광역시 달성군 구지면 과학마을로4길 7(2층)
28206,구지우리동네식당,한식,대구광역시 달성군 구지면 창리서로6길 25(1층)
28207,구지육회비빔밥,한식,대구광역시 달성군 구지면 과학마을로5길 41-1(1층)
28208,국 과 죽,한식,대구광역시 달성군 화원읍 명곡로 12-5(가동 105호 상가)
28209,국가대패 현풍구지점,식육(숯불구이),대구광역시 달성군 구지면 창리로19길 49(2층)
28210,국가대표 짬뽕,중국식,대구광역시 달성군 다사읍 대실역북로2길 147(1층)
28211,국립대구과학관푸드코트,한식,대구광역시 달성군 유가읍 테크노대로6길 20
28212,국민대구탕,한식,대구광역시 달성군 현풍읍 비슬로134길 3(1층)
28213,국민대구탕(구지점),한식,대구광역시 달성군 구지면 과학마을로2길 33-8(1층)
28214,국민마늘치킨,호프/통닭,대구광역시 달성군 다사읍 서재로 73(1층)
28215,국민분식,한식,대구광역시 달성군 다사읍 달구벌대로 848(1층)
28216,국밥관,한식,대구광역시 달성군 유가읍 테크노공원로 69(107호)
28217,국밥대령,한식,대구광역시 달성군 다사읍 서재로 95
28218,국밥슐랭,한식,대구광역시 달성군 유가읍 테크노순환로12길 4(1층 110호)
28219,국빈,중국식,대구광역시 달성군 유가읍 테크노중앙대로 326-59(1층)
28220,국수가,한식,대구광역시 달성군 다사읍 다사로 103-2
28221,국수가,한식,대구광역시 달성군 논공읍 용호로1길 25-2(1층)
28222,국수나무 대구유가점,한식,대구광역시 달성군 유가읍 테크노공원로 77(1층 105호)
28223,국수랑고기랑,한식,대구광역시 달성군 다사읍 대실역남로2길 12-6(1층)
28224,국수사랑,기타,대구광역시 달성군 옥포읍 돌미상업로 10(2층 203호)
28225,국수상회,한식,대구광역시 달성군 다사읍 세천로8길 8
28226,국수신,분식,대구광역시 달성군 현풍읍 테크노상업로2길 13(107호)
28227,국시가,한식,대구광역시 달성군 옥포읍 비슬로447길 23(1층)
28228,국시방,한식,대구광역시 달성군 현풍읍 현풍중앙로16길 41
28229,국율푸드,식육(숯불구이),대구광역시 달성군 현풍읍 테크노중앙대로5길 16-21
28230,국일국수(본점),분식,대구광역시 달성군 다사읍 죽곡2길 7-6(1층)
28231,국제외식출장뷔페,출장조리,대구광역시 달성군 화원읍 사문진로 323-14
28232,국찜,한식,대구광역시 달성군 현풍읍 테크노상업로 20(1층 116호)
28233,군당옥,식육(숯불구이),대구광역시 달성군 다사읍 서재로7길 60(1층)
28234,군치킨,호프/통닭,대구광역시 달성군 현풍읍 현풍로 84(1층)
28235,굴뚝능이버섯백숙,한식,대구광역시 달성군 화원읍 사문진로 425(외 2필지 A동)
28236,굽네치킨,호프/통닭,대구광역시 달성군 다사읍 대실역북로 78(1층)
28237,굽네치킨 구지점,호프/통닭,대구광역시 달성군 구지면 국가산단대로68길 21(1층)
28238,굽네치킨 유가점,경양식,대구광역시 달성군 유가읍 테크노중앙대로6길 20(1층)
28239,굽네치킨 화원점,호프/통닭,대구광역시 달성군 화원읍 비슬로 2487(1층)
28240,굽네치킨현풍점,호프/통닭,대구광역시 달성군 현풍읍 현풍중앙로14길 85(1층 금성아파트상가동)
28241,궁전푸드,한식,대구광역시 달성군 논공읍 논공로7길 15(1층)
28242,궁중만두식당,한식,94
28243,궁중삼계탕미소한우정육식당,한식,대구광역시 달성군 논공읍 논공로 257
28244,권금숙의 오대양산장어구이,한식,대구광역시 달성군 옥포읍 교항제림길 30
28245,귀신반점,중국식,대구광역시 달성군 가창면 가창로 891(A동)
28246,그 전집,한식,대구광역시 달성군 유가읍 테크노중앙대로6길 22(1층)
28247,그곳에 가고 싶다,한식,대구광역시 달성군 가창면 행정길 118(1층)
28248,그늘집국수,한식,대구광역시 달성군 화원읍 성천로26길 50(A동 1층)
28249,그때그집,한식,"대구광역시 달성군 다사읍 달구벌대로174길 12(중앙시장상가 다동 101,108호)"
28250,그때그토박이,한식,대구광역시 달성군 구지면 과학마을로2길 41(1층)
28251,그래그래피자떡볶이본점,분식,대구광역시 달성군 유가읍 테크노중앙대로6길 15-8
28252,그래그래피자떡뽁이,경양식,대구광역시 달성군 옥포읍 비슬로 1914(1층)
28253,그리너(greener) 테크노폴리스점,기타,대구광역시 달성군 유가읍 테크노상업로 120(엠스퀘어플러스 107호)
28254,그린라이트,중국식,대구광역시 달성군 논공읍 논공로5길 147
28255,그린외식산업,출장조리,대구광역시 달성군 화원읍 비슬로530길 29-15(1층)
28256,그릿 테크노점,한식,대구광역시 달성군 유가읍 테크노공원로 51(1층 103호)
28257,그시절 동태촌 세천점,한식,대구광역시 달성군 다사읍 세천로 120(1층)
28258,글로어 대구테크노폴리스점,분식,대구광역시 달성군 유가읍 테크노상업로 96(113호)
28259,금강식당,한식,대구광역시 달성군 다사읍 달구벌대로 751
28260,금룡,중국식,대구광역시 달성군 유가읍 테크노중앙대로1길 38-2
28261,금밥식당,한식,대구광역시 달성군 논공읍 논공로 732
28262,금방진세마리 치킨,호프/통닭,대구광역시 달성군 다사읍 대실역북로4길 14(1층)
28263,금복식당,한식,대구광역시 달성군 다사읍 달구벌대로109길 14
28264,금빛출장뷔페,출장조리,대구광역시 달성군 옥포읍 다리목중앙길 47
28265,금사빠,한식,대구광역시 달성군 유가읍 테크노상업로4길 18-12(201호일부)
28266,금산곰탕,한식,대구광역시 달성군 유가면 구례길 1(1층)
28267,금산곰탕 구지직영점,한식,대구광역시 달성군 구지면 창리로 81(1층)
28268,금산삼계탕,한식,대구광역시 달성군 논공읍 논공중앙로 100
28269,금오식당,한식,대구광역시 달성군 가창면 가창로216길 25(상가동 103호)
28270,금짬뽕,중국식,대구광역시 달성군 다사읍 서재로 137(1층)
28271,금천식당,한식,대구광역시 달성군 하빈면 현내리 846
28272,금촌손국수,한식,대구광역시 달성군 구지면 삼강길 141(1층)
28273,금포리 숯불촌,식육(숯불구이),대구광역시 달성군 논공읍 금강로 15(1층)
28274,금포식당,한식,대구광역시 달성군 논공읍 금포시장길 14-1
28275,금호식당,한식,대구광역시 달성군 다사읍 강정본길 79(1층)
28276,기남지 식당,한식,대구광역시 달성군 화원읍 명곡로 399(1층)
28277,기막힌한상 대구현풍점,한식,대구광역시 달성군 현풍읍 비슬로134길 115(1층)
28278,기영이숯불두마리치킨 대구다사점,호프/통닭,대구광역시 달성군 다사읍 세천북로 39(1층)
28279,기프(giv),일식,대구광역시 달성군 옥포읍 옥포로57길 21-18(1층)
28280,길목가든,한식,대구광역시 달성군 유가읍 휴양림길 207
28281,"길안어탕, 고디탕",한식,대구광역시 달성군 옥포읍 옥포로 649(1층)
28282,김가네 양꼬치,식육(숯불구이),대구광역시 달성군 현풍읍 테크노중앙대로5길 42-1
28283,김가네참숯불아나고곰장어닭발,기타,대구광역시 달성군 다사읍 서재로 57(1층)
28284,김가온날마다석쇠한판불고기,식육(숯불구이),대구광역시 달성군 논공읍 논공중앙로32길 3(1층)
28285,"김경환장닭발,뒷고기",한식,대구광역시 달성군 다사읍 왕선로1길 3
28286,김군포차,호프/통닭,대구광역시 달성군 현풍읍 현풍동로 6(2층)
28287,김명환 예가수제순대 구지점,한식,대구광역시 달성군 구지면 과학마을로 3(1층)
28288,김민경의 섹시한 떡볶이,분식,대구광역시 달성군 현풍읍 비슬로130길 75(1층)
28289,김밥 면 맛나분식,한식,대구광역시 달성군 유가읍 테크노상업로 120(엠스퀘어플러스 1-2층 134호)
28290,김밥365,분식,대구광역시 달성군 현풍읍 현풍중앙로15길 2(1층)
28291,김밥365,분식,대구광역시 달성군 논공읍 논공로9길 79-4
28292,김밥나라,분식,대구광역시 달성군 구지면 과학마을로 25(1층)
28293,김밥나라,분식,대구광역시 달성군 다사읍 대실역남로4길 4-20(1층)
28294,김밥나라 논공점,분식,대구광역시 달성군 논공읍 논공로5길 149
28295,김밥매니아,분식,대구광역시 달성군 논공읍 논공로9길 54
28296,김밥천국,분식,대구광역시 달성군 구지면 국가산단대로70길 17(122동 117호 대구국가산단 디에트르 더 센트럴)
28297,김복남 대구구지지점,기타,대구광역시 달성군 구지면 과학마을로3길 21(1층)
28298,김복남맥주 달성테크노폴리스점,호프/통닭,대구광역시 달성군 유가읍 테크노상업로4길 7-8(1층 108-109호)
28299,김복남맥주 대구서재점,호프/통닭,대구광역시 달성군 다사읍 서재로7길 2(1층)
